git [Time: 2024-04-22 04:17:39,856, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 06:14:09,180, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 06:14:09] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 06:14:09,183, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 06:14:09] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 08:59:28,216, File: _internal.py:96, Function: _log] INFO -  [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
[Time: 2024-04-22 08:59:28,217, File: _internal.py:96, Function: _log] INFO -  [33mPress CTRL+C to quit[0m
[Time: 2024-04-22 08:59:28,219, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-22 08:59:29,736, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-22 08:59:29,737, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 124-700-227
[Time: 2024-04-22 09:00:04,147, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:00:04] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:00:04,182, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:00:04] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:00:04,184, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:00:04] "GET /script.js HTTP/1.1" 200 -
[Time: 2024-04-22 09:00:04,209, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:00:04] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:13:46,474, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:13:46] "GET / HTTP/1.1" 200 -
[Time: 2024-04-22 09:13:46,521, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:13:46] "GET /script.js HTTP/1.1" 200 -
[Time: 2024-04-22 09:13:46,522, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:13:46] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:13:46,558, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:13:46] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:13:49,312, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:13:49,316, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:13:49,773, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:13:49,775, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:13:49,776, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:13:49,777, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:13:49,779, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:13:49,959, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:13:50,115, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:13:50,151, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:13:51,799, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:13:52,961, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:13:52] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:16:19,402, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:19] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:16:19,440, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:19] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:16:19,441, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:19] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:16:19,478, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:19] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:16:23,515, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 09:16:23,517, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:16:24,024, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28348 HTTP/1.1" 200 345
[Time: 2024-04-22 09:16:24,026, File: weather.py:14, Function: __init__] INFO -  Weather for 28348 retrieved
[Time: 2024-04-22 09:16:24,026, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28348
[Time: 2024-04-22 09:16:24,026, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:16:24,028, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:16:24,257, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:16:24,559, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:16:24,599, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:16:25,441, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:16:25,808, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:25] "GET /get_weather?zip=28348 HTTP/1.1" 200 -
[Time: 2024-04-22 09:16:44,189, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:44] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:16:44,238, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:44] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:16:44,238, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:44] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:16:44,297, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:16:44] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:02,849, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:02] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:02,888, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:02] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:17:02,888, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:02] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:02,920, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:02] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:40,115, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:40] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:40,171, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:40] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:40,171, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:40] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:17:40,237, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:40] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:41,120, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:41] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:41,157, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:41] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:41,158, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:41] "[36mGET /style.css HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:17:41,182, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:17:41] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:23,452, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:23] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:23,479, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:23] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:23,479, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:23] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:23,509, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:23] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:38,116, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:38] "GET / HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:38,159, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:38] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:38,159, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:38] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:38,202, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:38] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:49,033, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:49] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:49,075, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:49] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:49,075, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:49] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:49,103, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:49] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:58,408, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:58] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:58,443, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:58] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:18:58,443, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:58] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:18:58,464, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:18:58] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:19:16,060, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:16] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:16,091, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:16] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:16,091, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:16] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:19:16,130, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:16] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:29,971, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:29] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:30,017, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:30] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:19:30,027, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:30] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:30,068, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:30] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:19:51,375, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:51] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:51,411, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:51] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:19:51,411, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:51] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:19:51,453, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:19:51] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:08,179, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:08] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:21:08,214, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:08] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:21:08,214, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:08] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:08,242, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:08] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:08,289, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:08] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:21:25,153, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:25] "GET / HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:25,180, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:25] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:21:25,180, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:25] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:25,212, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:25] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:36,279, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:36] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:21:36,307, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:36] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:21:36,307, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:36] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:21:36,369, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:21:36] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:22:06,806, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:22:06] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:22:06,854, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:22:06] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:22:06,855, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:22:06] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:22:06,905, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:22:06] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:30:36,622, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:30:36] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:30:36,672, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:30:36] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:30:36,672, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:30:36] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:30:36,697, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:30:36] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:30:42,187, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 09:30:42,189, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:30:42,803, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28348 HTTP/1.1" 200 345
[Time: 2024-04-22 09:30:42,805, File: weather.py:14, Function: __init__] INFO -  Weather for 28348 retrieved
[Time: 2024-04-22 09:30:42,806, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28348
[Time: 2024-04-22 09:30:42,806, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:30:42,808, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:30:43,035, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:30:43,171, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:30:43,210, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:30:43,981, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:30:44,291, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:30:44] "GET /get_weather?zip=28348 HTTP/1.1" 200 -
[Time: 2024-04-22 09:31:28,178, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:31:28,180, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:31:28,617, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:31:28,619, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:31:28,620, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:31:28,620, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:31:28,654, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:31:28,925, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:31:28,952, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:31:29,493, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
